"home_player_1","home_player_2","home_player_3","home_player_4","home_player_5","home_player_6","home_player_7","home_player_8","home_player_9","home_player_10","home_player_11","away_player_1","away_player_2","away_player_3","away_player_4","away_player_5","away_player_6","away_player_7","away_player_8","away_player_9","away_player_10","away_player_11"
37623,30534,33582,27668,150968,32043,33635,164676,24385,11758,50048,30657,37442,30962,37581,28467,18814,30889,32765,30840,25759,30893
24591,72541,11778,37718,183347,NA,33870,38424,38136,75474,23853,33764,33027,182224,37604,96617,37410,33024,150323,30277,150832,33030
37439,127370,33849,33607,33893,37491,38433,38160,56686,25462,33028,33753,33843,31312,25913,36400,37419,102612,24612,43310,37450,41622
33753,33843,188517,37419,36400,NA,102612,24612,30419,37450,43310,75195,150480,107929,101070,162497,33611,30273,74743,97334,24383,41294
75390,33022,97486,41016,35324,75001,43374,97490,38431,19243,111975,38427,37470,32675,75397,37622,34381,30468,75192,40501,37461,150770
33986,39562,95509,33990,33848,33991,30443,34182,33992,34106,75310,182917,33634,33636,114044,NA,30871,112758,150093,37411,38821,37412
2984,21450,NA,75353,75350,18592,75371,38451,38131,75354,37489,41708,33896,33885,37879,18664,32999,37512,97319,150649,74213,38382
41466,33733,38458,56678,40599,37480,38362,42479,37436,25986,38699,32657,33988,30661,37482,34304,39854,154257,26146,30981,96643,150250
19435,75609,38138,75606,49836,75615,33929,107930,18784,102912,102619,96613,75239,74663,6864,115229,40049,113627,6853,11555,46384,43329
25563,193223,113318,182921,163971,37441,24099,24852,75194,150330,40165,24494,34007,30994,30752,150739,38701,30666,108568,37824,30909,32762
33018,33756,169195,37451,NA,37449,30271,21445,2857,164210,37446,37623,30534,33582,38890,150968,32043,33635,24385,164676,38573,102572
30657,37442,34029,30962,28467,18814,30889,41156,41044,25759,30893,24591,72541,11778,37718,38521,NA,42369,38424,26044,75474,38136
33764,33025,182224,37604,96617,33024,150323,37410,37408,150832,33030,37439,24131,33849,33607,33893,5243,38433,38160,56686,25574,33028
38427,41470,32675,75397,37622,37471,34381,75192,40501,37461,37506,75195,74743,75395,101070,162497,33611,30273,150480,38004,38886,34582
182917,33634,30689,30750,NA,150093,25924,30871,30663,37411,38460,75390,37597,33022,97486,41016,35324,97490,38431,43374,19243,111975
41708,42310,33884,37879,33896,37512,46836,32999,97319,97234,150649,33986,39562,95509,33990,33992,33991,34182,30443,38139,33989,75310
32657,33988,30661,37482,34304,39854,36615,26146,30981,35724,96643,2984,NA,25753,75353,75350,33964,37970,18592,38451,40600,38131
96613,150316,74663,6864,74435,113627,40049,46384,11555,45605,43329,41466,30279,113672,56678,80497,37436,30958,42479,25986,38551,38699
24494,34007,30752,30994,150739,32761,108568,2802,37459,41468,38567,19435,NA,74989,18388,99333,151079,49836,107930,75615,18784,102619
37623,30534,38890,27668,150968,32043,33635,33762,24385,11758,102572,25563,193223,38385,182921,33767,121716,24099,24852,37441,150330,40165
24591,72541,33865,37718,38521,38424,33870,42369,75474,23853,38136,33018,33756,70891,37451,111190,169195,21445,37449,33761,192923,37446
37439,24131,33849,33607,33893,38160,5243,38433,56686,33028,25462,30657,30962,37581,34029,37442,18814,30889,41156,41044,25759,30893
33764,33025,182224,37604,74990,96619,33024,150323,33866,33030,150832,33753,33843,188517,31312,36400,33872,102612,30419,37450,24450,41622
38427,37470,32675,75397,37622,37471,30468,75192,40501,37461,37506,33753,33843,NA,31312,36400,NA,102612,30419,24612,24450,37450
75195,74743,75395,101070,162497,33611,30273,150480,38886,24383,34582,96623,33634,30750,114044,NA,112758,30871,150093,37411,32656,189922
75390,37597,97486,41016,35324,43374,97490,38431,19243,33729,111975,37579,38148,37879,33884,18664,37512,46836,32999,150649,37845,97319
33986,39562,95509,33990,33992,33991,34182,30443,38139,33989,34106,32657,33988,30661,37482,34304,39854,154257,26146,30981,150250,96643
2984,21450,NA,75353,75350,18592,75371,38451,38131,75354,37489,96613,75239,74663,6864,74435,113627,40049,46384,11555,45605,38581
41466,33733,38458,56678,40599,37480,38362,42479,37436,38551,38699,33845,34007,30752,30276,150739,30666,37824,38701,108568,32762,38567
19435,75606,38138,18388,99333,107930,151079,49836,111033,18784,102619,37623,30534,33582,27668,150968,24385,33635,38573,164676,11758,102572
25563,193223,121716,182921,33767,37441,24099,33773,75194,150330,40165,74736,72541,33865,33874,38521,26044,33870,30744,NA,38479,96615
33018,33756,169195,37451,NA,21445,30271,37449,33761,45744,37446,37439,127370,33856,33607,33893,5243,38160,37631,56686,33028,25574
30657,37442,30962,34029,28467,18814,30889,41156,32765,25759,30893,33764,33025,182224,37604,96617,33024,150323,37410,30277,181297,150832
186054,33634,30750,114044,NA,112758,30871,150093,37411,184533,189922,38427,37470,32675,NA,37622,37471,30468,75192,40501,37474,37506
37579,33896,37879,33885,18664,97319,32999,46836,150649,97234,38382,75195,74743,75395,101070,162497,16230,38004,38886,NA,202639,41294
32657,33988,30661,37482,30738,36615,154257,26146,30981,96643,150250,75390,37597,33022,173965,97486,35324,33729,43374,97490,19243,111975
33731,150316,74663,6864,75239,NA,38581,11555,45605,102631,46384,33986,41667,33812,33990,202553,33991,34182,30443,38139,33989,75310
33845,34007,30994,37479,150739,38701,32761,2802,10348,32762,38567,2984,25753,NA,75353,75371,18592,33964,75350,38451,38131,37489
37623,33805,33582,NA,150968,32043,33635,164676,38403,11758,102572,41466,33733,38458,56678,40599,37480,38362,42479,37436,25986,38699
74736,72541,33874,33865,38521,33870,NA,30744,26044,38479,96615,19435,75606,38138,18388,99333,107930,151079,49836,102912,18784,102619
37439,127370,33856,33849,33893,37491,38160,38433,56686,33028,25462,113695,113318,193223,182921,33767,68411,37441,121716,24852,47552,40165
NA,33025,182224,33027,96617,96619,37410,150323,179772,NA,33030,96651,33756,34104,37451,41167,37793,33761,30271,37449,164210,45744
33753,33843,188517,25913,36400,24612,102612,186122,30419,37450,41622,30657,30962,34029,37581,28467,41156,18814,30889,30840,25759,30893
25563,45440,121716,38385,33767,24099,37441,24852,33773,47552,150330,33753,33843,5233,41707,36400,24612,154256,37419,37450,43310,24450
19435,75606,18388,38138,75609,75615,102912,29904,107930,37510,102619,33018,33756,37451,70891,41167,37447,21445,30271,31045,45744,164210
41466,33733,38458,56678,40599,37436,42479,38746,37480,38699,25986,30657,23988,34029,30962,28467,41156,18814,32765,30893,25759,41044
2984,185301,37970,75353,74721,18592,38131,5247,40600,75371,37489,33764,33025,33993,37604,74990,96619,150323,37408,30277,NA,179772
33986,39562,33812,33990,33992,33991,30443,34182,101422,34106,75310,37439,24131,33849,33856,33861,37491,19372,38160,56686,25574,33028
75390,35324,33022,37440,41016,33586,33588,75001,37507,33729,111975,24591,72542,33874,33865,38521,NA,42369,38424,38136,75474,23853
75195,150480,75608,101070,74752,30273,33611,97334,38886,24383,34582,25735,33805,34005,41464,33775,33635,30534,34601,24385,38403,33762
30992,41470,32675,75397,37622,37471,30468,40501,75192,37474,37461,33845,34007,37479,30994,26403,30752,108568,37824,37459,41468,30909
37623,33636,30750,30903,32656,33632,31498,25924,37411,38460,38700,96613,150316,74663,6864,115229,113627,11555,75239,46384,45605,43329
37579,33896,42310,128037,41196,97319,46836,32999,33892,33840,35638,32657,33988,30661,37482,30738,39854,154257,26146,30981,35724,30626
25563,45440,38385,113318,33767,24099,37441,33773,75194,30851,150330,19435,75606,74989,38138,75609,151079,33929,102912,18784,37510,49672
33018,33756,37451,70891,41167,37447,21445,30271,31045,45744,164210,41466,30279,80497,56678,40599,37436,30958,38746,37480,38699,38551
30657,30962,34029,25921,42714,30889,23988,41156,30655,26166,30893,2984,21450,37970,25753,74721,33964,18592,38131,5247,40600,37489
33764,33025,33027,37604,96617,33866,33024,37410,96619,33030,150832,33986,28439,33812,30866,33848,33991,30443,38151,38139,75310,33989
37439,24131,33849,33856,33893,5243,38433,37631,33854,25462,33028,75390,37597,43374,41016,2790,33586,38431,75398,6911,NA,19243
24591,72542,33874,33865,38521,38424,33870,42369,30744,23853,38136,75195,74743,75608,75395,74752,NA,78404,30273,37425,41294,34582
25735,33805,34005,41464,33775,30534,33635,38403,24385,30698,33762,30992,41470,32675,75397,37622,37471,30468,75192,34381,37461,37474
33845,74403,37479,74672,26403,30752,108568,2802,37459,41468,30909,37623,33634,33636,30689,32656,37411,31498,25924,30663,38460,37412
96613,150316,18501,74663,115229,113627,11555,41469,46384,45605,43329,37579,38148,42310,128037,18664,97319,46836,32999,33892,38382,35638
33753,33843,5233,41707,163236,24612,154256,37419,37450,43310,24450,32657,33988,NA,30661,30738,39854,36615,26146,150250,30626,30981
19435,75606,74989,38138,75609,151079,33929,37510,29904,18784,102619,33753,33843,5233,41707,163236,33872,154256,37419,37450,43310,24450
41466,30279,38458,56678,40599,37436,30958,38746,37478,38699,25986,25563,113318,38385,121716,33767,24099,30851,33773,75194,24852,150330
2984,185301,75353,25753,74721,33964,18592,38131,5247,40600,37489,33018,33756,37451,70891,41167,37447,37793,30271,31045,37446,164210
33986,39562,33812,30866,33992,33991,30443,34182,101422,75310,34106,30657,30962,25921,34029,28467,30889,37259,41044,30655,32765,26166
75390,37597,33022,41016,35324,38431,33586,75398,6911,33729,19243,33764,33025,33027,33993,96617,96619,33024,37410,30277,150832,33030
75195,150480,101070,75608,74752,78404,30273,38886,97334,24383,41294,37439,24131,33849,33856,33893,38160,37631,38433,33854,25462,33028
30992,41470,32675,37427,37622,75192,30468,37471,40501,37506,37469,24591,72542,33874,33865,38521,38424,33870,42369,75474,23853,38136
182917,33636,30750,30689,32656,37411,25924,31498,30663,38460,37412,25735,33805,34005,41464,33775,33635,30534,38403,24385,30698,33762
37579,33896,42310,37879,18664,97319,37512,32999,33892,35638,38382,24494,74403,74672,30276,26403,37824,30752,108568,150770,41468,30909
32657,33988,30661,30740,34304,39854,154257,30955,150250,30981,35724,96613,150316,6864,18501,74435,113627,74663,75239,45605,115229,43329
19435,75606,74989,38138,18388,75609,102912,151079,NA,18784,102619,41466,30279,38458,56678,40599,37436,30958,42479,37478,38699,38551
25563,164033,113318,38385,33767,24099,37441,33773,75194,24852,150330,2984,75353,NA,25753,74721,33964,5247,38451,38131,40600,37489
33018,33756,70891,37451,41167,37793,30271,37449,2857,37446,31045,71498,33992,28439,33990,33848,33991,30443,34182,101422,75310,33989
30657,30962,25921,34029,28467,41156,23988,30889,30840,30655,26166,75390,37597,37440,33022,41016,38431,33586,75001,41582,37507,19243
33764,33025,159881,37604,96617,181297,37410,33024,96619,150832,33030,75195,150480,101070,107929,74752,78404,30273,97334,38886,24383,41294
37439,24131,33849,33856,33893,5243,37631,38433,56686,25462,33028,30992,41470,32675,75397,37622,75307,30468,40501,37469,37506,37461
24591,72541,33865,33874,38521,38424,33870,42369,75474,23853,38136,96623,30689,33636,30750,32656,25924,31498,33632,37411,30663,37412
25735,33805,34005,41464,33775,33635,30534,34601,38403,38573,33762,37579,33896,42310,37879,18664,97319,37512,32999,33892,38382,35638
24494,34007,74672,30276,74403,30666,108568,2802,37459,26403,41468,32657,33988,37482,30661,30738,39854,36615,26146,150250,30981,30955
33753,33843,5233,41707,163236,33872,154256,37419,37450,30419,33800,96613,150316,74663,6864,74435,113627,75239,11555,45605,40049,46384
41466,30279,56678,80497,40599,37480,38746,30958,56867,25986,38551,33753,33843,31312,41707,163236,102612,37419,24612,43310,32763,24450
2984,185301,37970,75353,74721,18592,33964,38451,38131,40600,37489,19435,75606,74989,38138,18388,18784,151079,75615,NA,102912,102619
71498,39562,33812,33990,33848,33759,34182,33991,30443,101422,75310,25563,164033,38385,121716,33767,37441,24099,150330,30851,24852,75194
30990,37597,33022,41016,2790,75001,38431,33586,41582,6911,19243,33018,33756,70891,37451,41167,37449,30271,37793,31045,45744,37446
75195,150480,107929,101070,74752,78404,30273,97334,38886,24383,41294,30657,30962,25921,37581,28467,30889,37259,41156,41044,42714,30655
30992,37470,32675,37427,37622,34381,30468,75192,75307,37474,37506,33764,33025,33027,37604,74990,96619,37410,33024,37408,150832,33030
182917,30689,30903,114044,32656,33632,25924,33871,30663,38460,37412,37439,24131,33849,33856,33893,5243,37631,38433,56686,25462,25574
37579,38148,128037,37879,18664,30832,37512,32999,33892,38382,35638,24591,72541,33865,33874,38521,38424,33870,42369,75474,23853,38136
32657,30661,37482,NA,34304,39854,154257,26146,30981,35724,30955,25735,33805,38890,41464,33775,33635,24385,34601,164676,38403,33762
96613,150316,74663,6864,74435,113627,40049,75239,11555,45605,46384,24494,34007,30276,74672,74403,30666,108568,2802,37459,41468,30909
41466,30279,56678,80497,40599,37480,42479,38746,37478,38551,38699,2984,185301,37970,75353,74721,18592,75371,38451,38131,75376,37489
19435,75606,18388,74989,99333,102912,151079,33929,49836,49672,102619,71498,39562,33812,30866,33848,33991,30443,34182,101422,34106,75310
25563,164033,113318,121716,33767,37441,24099,68411,75194,24852,150330,30990,37597,33022,41016,2790,38431,33586,75001,41582,6911,19243
33018,33756,70891,37451,41167,37793,30271,37449,164210,31045,37446,75195,150480,107929,101070,74752,78404,30273,97334,38886,24383,41294
30657,30962,25921,34029,37442,23988,30889,25759,41044,28467,26166,30992,41470,32675,37427,37622,34381,30468,75192,75307,37474,37506
33764,33025,33027,37604,96617,96619,37410,30287,181297,150832,33030,96623,30689,30903,30750,32656,33632,33871,25924,30663,38460,37412
37439,127370,33849,33607,33893,5243,37631,38433,56686,25462,25574,37579,38148,128037,37879,18664,35638,37512,32999,33892,38382,30832
24591,72541,33865,33874,38521,38424,33870,42369,75474,23853,38136,32657,30661,37482,NA,30738,39854,154257,26146,30981,35724,30955
NA,33805,34005,41464,33775,30534,24385,34601,38573,38403,33762,96613,150316,74663,6864,74435,113627,40049,75239,43329,45605,46384
33753,33843,31312,37419,41707,36400,102612,154256,37450,24450,32763,24494,34007,30276,74672,74403,30666,108568,2802,37459,41468,30909
182917,30689,56678,32656,33636,38821,37411,25924,33871,38460,37412,75195,150480,107929,101070,74752,38746,30273,38004,38886,24383,41294
37511,37470,33715,33609,24630,18376,24385,NA,96852,74772,37497,33764,33025,182224,37604,191136,37410,33024,96619,37408,33030,150832
37579,75606,128037,37879,74435,26535,37512,46836,97319,38382,35638,32657,33988,37482,30738,34304,39854,154257,26146,30981,30909,30955
33826,33843,188517,41707,163236,11758,24612,128870,23779,56819,51545,24494,34007,30276,30914,26403,108568,30666,37824,41468,32762,33028
96651,33756,37451,70891,18853,37449,37793,114680,45744,31045,166111,30664,37754,33582,27668,150968,33635,30534,38403,164676,45457,8780
33753,NA,33847,127894,37484,154256,38449,33872,74734,41255,33668,33986,39562,95509,33990,26354,34182,27671,33991,30443,101422,75310
113695,45440,183331,182921,33767,80492,121716,24852,37441,150330,40165,30992,41470,32675,75397,37622,34381,38431,75619,75307,37461,150770
37421,102620,33959,33960,47565,33997,37416,33973,99047,150831,38551,41466,33733,30752,113672,40599,30958,42479,37480,38433,37436,38699
24591,37422,37718,33874,38521,11555,38424,75474,42369,38136,23853,96613,40049,74404,6864,26886,113627,38581,75239,6853,45605,46384
37439,151075,33849,33607,33893,38160,56686,103904,24123,193224,25462,30657,37442,30911,30962,28467,30889,23988,46509,150649,30893,25759
33644,37754,33582,27678,27668,30534,38403,164676,33635,38573,38379,37439,151075,33849,33856,33893,167376,38160,103904,24123,200630,25574
71498,26354,96616,37479,33848,101422,31014,30443,38139,34106,33989,24494,34007,30276,30914,26403,37824,39782,38701,41468,37506,33028
38427,164852,32675,75397,37622,107930,34381,75619,37471,37474,150770,32657,33988,30661,37482,34304,39854,38818,30955,30981,30909,150250
41466,33733,30752,113672,40599,37480,38433,42479,37436,25986,38699,33764,33025,33027,182224,191136,37410,33024,96619,150832,179772,33030
96613,150316,74404,6864,75239,40049,113627,38581,46384,43329,45605,75195,150480,107929,75395,162497,30273,33887,32865,38004,24383,41294
30657,30962,25921,30911,28467,42346,30889,46509,36378,30893,25759,182917,33634,30689,114044,41167,38821,30871,37631,30663,38460,37412
24591,37422,38151,33865,38521,33870,42369,38424,11555,30744,38136,37511,75199,37443,24630,33609,24385,18376,175311,96852,42714,30728
37421,102620,33961,33960,47565,37416,33997,33973,99047,184138,38551,37579,75606,37879,128037,74435,46836,37512,26535,35638,30827,149584
25563,185123,121716,182921,163971,80492,186121,24852,37441,150330,40165,33826,33843,26805,41707,36400,102612,128870,191873,56819,11758,43310
114762,30279,33847,37672,34575,30271,38449,33872,74734,41255,58294,33018,33756,70891,74989,37451,167069,33844,37449,2805,45744,37446
33644,37754,33582,27678,27668,150968,33635,32043,30534,38573,38379,71498,26354,96616,37479,33848,101422,30443,34182,38139,34106,33989
33845,34007,30276,30914,26403,37824,30666,134236,41468,37506,33028,38427,164852,32675,75397,37622,38431,37471,75619,75307,37474,102572
32657,33988,30661,30738,34304,154257,39854,30955,150250,30981,30909,41466,33733,30752,113672,40599,37480,38433,42479,37436,25986,38699
33764,33025,33027,182224,96617,96619,33024,37410,179772,112204,33030,96613,150316,74404,20325,26886,40049,113627,6853,75239,26554,39142
75195,150480,107929,101070,162497,30273,38746,32865,38004,24383,106600,30657,30962,25921,30911,28467,42346,30889,30893,36378,46509,25759
182917,33634,30689,33636,41167,38821,30871,37631,30663,38460,37412,24591,37422,33865,38151,38521,33870,42369,38424,11555,30744,38136
37511,37470,24630,37443,33609,24385,18376,175311,31718,42714,30728,37421,102620,33959,33960,47565,38540,37416,33973,33997,184138,38551
37579,75606,128037,37879,74435,37512,46836,26535,30827,35638,149584,25563,185123,193223,121716,163971,186121,80492,24852,37441,150330,40165
33826,33843,26805,41707,36400,102612,128870,193226,56819,11758,43310,114762,30279,33847,37672,37484,30271,38449,38546,33872,41622,41255
37439,NA,33849,33856,33893,167376,38160,103904,24123,200630,25574,33018,33756,70891,74989,37451,167069,33844,2805,37449,45744,37446
33986,26354,33990,37479,202553,101422,38131,30443,27671,75310,33989,37439,151075,33849,33856,33893,167376,38160,200630,24123,56686,25574
38427,41470,80497,75397,37622,37471,75307,34381,75619,102572,37474,30664,30534,33582,27668,150968,32043,38573,33635,38403,45457,38700
41466,33733,30752,38458,40599,38433,37480,42479,37436,25986,38699,33845,74403,41667,30914,30276,34007,37824,30994,134236,2802,33028
96613,150316,6864,74404,75239,40049,113627,6853,38581,39142,46384,32657,33988,30661,172948,34304,39854,38818,30955,150250,30981,30909
30657,30962,25921,30911,28467,42346,30889,30893,36378,46509,25759,33764,33025,182224,33027,37604,37410,30287,96619,179772,37408,33030
24591,37422,37718,33865,31303,33870,42369,38424,11555,30744,38136,75195,150480,75395,101070,162497,30273,38746,32865,38004,38886,41294
37421,102620,33960,33959,47565,37416,33997,33973,99047,184138,38551,182917,30689,56678,33636,32656,38821,30871,37631,30663,38460,37412
25563,185123,193223,121716,163971,186121,80492,24852,37441,150330,40165,37511,37470,24630,37443,NA,96852,18376,175311,31718,26145,30728
114762,30279,33847,37672,37484,30271,154256,38489,58294,41255,41622,37579,75606,128037,37879,74435,46836,37512,26535,97234,35638,30827
33018,33756,70891,74989,37451,167069,97488,37449,2805,45744,215711,33826,33843,26805,41707,36400,128870,193226,11758,238841,43310,37450
33986,39562,96616,33848,37479,34182,38139,31014,101422,75310,33989,38427,41470,32675,80497,37622,34381,75307,75619,37474,37461,150770
30664,37754,33582,27668,33775,33635,32043,38573,45457,38403,38700,41466,33733,30752,38458,173885,37480,42479,30958,37436,25986,38699
109222,74403,30994,30914,150739,37824,30666,134236,41468,33028,37506,96613,75239,74404,20325,26886,38581,113627,40049,46384,39142,43329
32657,33988,30661,37482,30738,39854,154257,30955,150250,30981,30909,30657,30962,25921,30911,28467,42346,30889,46509,36378,30893,26166
33764,33025,182224,37604,191136,96619,33024,179772,37410,33030,150832,24591,37422,37718,33865,38521,33870,42369,38424,11555,75474,30744
75195,150480,107929,101070,162497,30273,38746,32865,106600,38886,34582,37421,102620,33959,33960,47565,37416,38540,33973,99047,184138,38551
182917,30689,56678,33636,41167,38821,30871,37631,30663,38460,37412,25563,185123,193223,121716,163971,186121,80492,24852,37441,150330,40165
37216,37470,33715,24630,33609,24385,96852,NA,31718,26145,30728,114762,30279,33847,37672,NA,38449,38489,154256,37484,41622,58294
37579,75606,128037,37879,18664,37512,32999,26535,97234,35638,30827,33018,33756,70891,74989,37451,167069,37447,37449,2805,97488,45744
37439,151075,33849,33856,215405,24123,38160,103904,200630,56686,25574,37656,33843,26805,41707,163236,188517,238841,11758,56819,37450,51545
38427,41470,32675,80497,37622,34381,75307,75619,37474,37461,150770,37439,151075,33849,33856,215405,167376,38160,200630,24123,56686,25574
41466,33733,113672,38458,150737,37480,42479,30958,37436,25986,38699,33986,26354,96616,37479,33848,165607,34182,31014,101422,27671,33989
96613,74404,150641,26886,150735,40049,113627,38581,43329,39142,46384,30664,37754,33582,27678,33775,32043,33635,38573,38403,45457,38379
30657,37442,25921,34029,28467,42346,30889,23988,36378,46509,30893,109222,74403,41667,30914,150739,30666,37824,30994,134236,41468,37506
24591,31303,37718,33865,38521,33870,42369,38424,11555,30744,75474,32657,33988,30661,37482,30738,39854,154257,30955,150250,30981,30909
37421,102620,33959,33960,47565,37416,33997,33973,99047,184138,38551,33764,33025,182224,37604,191136,37410,33024,96619,179772,37408,33030
25563,45440,121716,182921,163971,186121,80492,24852,38578,150330,40165,75195,150480,107929,101070,162497,30273,38746,97334,38886,202639,106600
114762,30279,33847,37672,37484,154256,38449,38489,74734,41255,41622,182917,30689,33636,56678,32656,38821,25924,33871,30663,38460,37412
33018,33756,70891,74989,37451,167069,33844,37793,2805,114680,45744,37511,37470,33715,24630,33609,24385,18376,NA,31718,42714,30728
37656,33843,26805,41707,36400,238841,128870,11758,56819,37450,51545,37579,75606,128037,37879,74435,37512,46836,26535,35638,32999,30827
38427,41470,32675,80497,37622,107930,75307,75619,37474,37461,150770,41466,33733,30752,113672,40599,42479,30958,37436,38433,37480,25986
33986,26354,96616,37479,33848,165607,34182,30443,38139,75310,33989,96613,75239,74404,6864,26886,40049,38581,6853,46384,45605,43329
30664,37754,27678,33582,33775,32043,33635,164676,45457,38573,38700,30657,37442,25921,30911,28467,23988,30889,46509,36378,30893,26166
24494,34007,41667,30914,150739,37824,108568,30994,41468,37506,33028,24591,31303,37718,33865,38521,42369,26044,38424,11555,30744,23853
32657,33988,30661,30738,34304,39854,38818,30955,150250,30981,30909,37421,102620,33960,33959,47565,37416,38540,33973,33997,184138,38551
33764,33025,182224,37604,96617,33024,37410,96619,179772,33030,150832,25563,45440,121716,182921,163971,33759,37441,150330,24852,18705,40165
75195,150480,107929,101070,162497,30273,38746,38886,202639,24383,106600,114762,30279,33847,37672,37484,38449,154256,38489,74734,41255,41622
182917,30689,33636,114044,41167,38821,30871,33871,30663,38460,37412,33018,33756,70891,74989,37451,167069,33844,37449,37793,114680,164210
37511,37470,33715,24630,33609,NA,96852,24385,31718,42714,30728,37656,33843,26805,41707,36400,128870,238841,11758,37450,51545,56819
37439,151075,33849,33856,33861,167376,38160,200630,24123,56686,25574,37579,33896,128037,37879,18664,26535,37512,32999,40501,30827,35638
41466,33733,38458,113672,40599,37480,38433,42479,37436,38699,25986,37439,151075,33856,33849,33893,167376,38160,200630,24123,56686,25574
96613,75239,74404,6864,26886,40049,38581,46384,26554,45605,43329,38427,41470,75397,80497,37622,34381,75307,75619,37474,37461,150770
30657,30962,25921,30911,37442,42346,23988,30893,36378,46509,26166,33986,26354,96616,33990,33848,39562,34182,31014,38139,75310,34106
24591,31303,37718,33865,38521,42369,26044,38424,11555,30744,179009,30664,37754,33582,27668,33775,73078,30534,38573,164676,45457,38700
37421,102620,33960,33959,47565,33997,37416,184138,99047,33973,38551,24494,74403,30276,30914,26403,30994,134236,37824,41468,37506,33028
25563,45440,121716,182921,163971,186121,80492,24852,37441,150330,40165,32657,33988,30661,37482,30738,30955,154257,39854,30981,30909,150250
114762,30279,33847,37672,37484,154256,38449,38489,74734,41255,41622,33764,33025,33993,33027,74990,33024,30287,37410,33866,33030,37408
33018,33756,70891,74989,37451,40068,189178,33761,2805,31045,45744,75195,150480,107929,101070,162497,30273,38746,97334,32865,24383,41294
37656,33843,26805,25913,163236,11758,37419,188517,37450,51545,56819,182917,30689,33636,114044,41167,38821,33871,25924,30663,30871,37412
37579,33896,128037,37879,74435,32999,37512,26535,35638,40501,30827,37511,37470,39580,37443,33609,24385,18376,175311,NA,74772,30728
41466,33733,38458,150737,40599,37480,38433,42479,37436,18628,38699,96613,74404,20325,75239,150316,45605,113627,38581,40049,46384,43329
38427,41470,32675,75397,37622,34381,75307,75619,37474,37461,150770,30657,37442,34029,30962,28467,30889,23988,46509,36378,30893,26166
33986,26354,37479,33990,33848,33991,34182,31014,38139,33989,75310,24591,31303,33865,37718,72542,26044,33870,38424,11555,37422,38136
30664,37754,33582,27668,33775,30534,33635,38403,164676,45457,38700,37421,56846,33959,33960,47565,38540,102622,33973,99047,184138,38551
109222,34007,41667,30914,26403,30994,39782,37824,41468,2802,33028,25563,45440,193223,121716,163971,186121,80492,24852,37441,150330,40165
32657,33988,154257,30738,34304,39854,38818,30955,150250,96643,30909,114762,NA,37916,37672,34575,38449,38489,154256,38546,41255,75214
33764,33025,182224,33027,74990,33866,33024,30287,179772,150832,33030,33018,111190,70891,74989,37451,33756,37449,2805,189178,45744,164210
33630,150480,107929,101070,162497,30273,38746,38886,38004,24383,106600,33826,33843,26805,41707,36400,238841,102612,11758,23779,37450,51545
182917,30689,33636,56678,41167,33871,25924,30871,105827,37412,19243,37579,33896,128037,37879,74435,26535,37512,46836,40501,30827,35638
37439,151075,33849,33856,215405,38160,103904,200630,24123,25574,25462,37511,37470,33715,24630,NA,18376,31718,24385,175311,74772,30728
37439,151075,33849,33856,215405,103904,24123,38160,200630,25574,25462,96613,150316,6864,74404,26886,6853,40049,75239,46384,45605,43329
30657,30962,30911,34029,28467,23988,30889,46509,36378,30893,26166,41466,33733,38458,150737,40599,37436,38433,42479,37480,18628,38699
24591,37422,37718,33865,31303,38151,33870,38424,26044,75474,38136,38427,41470,32675,75397,37622,34381,75307,75619,37474,37461,33762
37421,56846,33959,33961,33960,37416,38540,33973,99047,150831,38551,33986,96616,37479,33990,33848,33991,30443,31014,101422,33989,34106
25563,45440,193223,182921,163971,186121,80492,24852,37441,150330,40165,30664,37754,33582,27678,33775,33635,32043,38403,164676,38573,38700
114762,NA,37916,33847,37484,38449,154256,38489,74734,41255,41622,109222,34007,41667,74672,150739,30994,2802,41468,39782,37506,33028
33018,111190,70891,37451,33756,2805,37793,33844,189178,97488,45744,32657,33992,37482,30661,30738,30955,38818,26146,150250,30981,30909
96623,33843,30459,41707,36400,112758,102612,23779,34000,37450,51545,33764,33025,182224,242151,96617,37410,30287,33866,150323,179772,33030
37579,75606,128037,37879,74435,163830,32999,26535,97234,35638,30827,33630,74743,75395,101070,162497,38746,242477,32865,150480,24383,41294
37511,37470,33715,24630,33609,18376,24385,NA,31718,26145,30728,182917,30689,56678,114044,41167,33871,37631,25924,38821,19243,37412
96613,150316,20325,74404,75239,113627,40049,46384,43329,45605,26554,30657,37442,34029,30962,28467,42346,30889,46509,36378,41044,30893
41466,183185,38458,113672,40599,37480,169196,42479,38433,18628,38699,24591,31303,33865,37718,72542,38151,26044,37422,11555,75474,38136
38427,41470,32675,75397,37622,34381,107930,37474,75307,37461,102572,37421,56846,33959,33961,33960,37416,38540,33973,99047,184138,38551
71498,37479,33990,96616,33848,33991,34182,31014,101422,33989,34106,25563,45440,121716,182921,163971,186121,80492,24852,37441,150330,213489
30664,37754,27668,33582,33775,30534,33635,38573,164676,26519,38700,114762,30279,37916,37672,34575,38449,154256,38489,74734,41255,75214
109222,34007,41667,74672,26403,30994,108568,2802,41468,32762,37506,33018,111190,70891,74989,37451,33756,37449,37793,189178,45744,164210
32657,33988,30661,37482,30738,39854,154257,30955,150250,30981,30909,96623,37488,30459,41707,36400,102612,112758,34000,23779,37450,38822
